state,combined_name,company_name,ticker,product_type,product_units,jan_2019,feb_2019,mar_2019,apr_2019,may_2019,jun_2019,jul_2019,aug_2019,sep_2019,oct_2019,nov_2019,dec_2019,jan_2020,feb_2020,mar_2020,apr_2020,may_2020,jun_2020,jul_2020,aug_2020,sep_2020,oct_2020,nov_2020,dec_2020,jan_2021,feb_2021,mar_2021
TX,Devon Energy Corp (DVN),Devon Energy Corp,DVN,blended estimate equivalent co2 released,Metric tons,39094.4844,28737.1748,36219.7312,19844.9980,13222.0892,18496.5344,22905.2492,19985.8888,22985.0380,16696.2448,28449.2008,16393.3652,16277.4632,33410.4640,25745.8072,12772.4004,10936.8744,11812.6332,12811.3632,12349.9472,21339.9968,25993.7224,16857.6308,35003.3904,26038.6036,19680.6528,
TX,Devon Energy Corp (DVN),Devon Energy Corp,DVN,sat estimated volume,Mcf,507432,313586,353138,264590,100671,182810,326600,312354,394984,318986,723911,200880,204524,423209,248756,148060,132784,150960,170793,200216,352994,398364,272798,491931,412336,277419,
TX,Devon Energy Corp (DVN),Devon Energy Corp,DVN,reported volume,Mcf,919374,735216,968750,459680,381886,492245,509358,417059,443886,290365,314381,397418,389543,796152,690873,318085,266373,280159,296776,250513,425839,550312,342444,785564,537978,440852,
TX,Devon Energy Corp (DVN),Devon Energy Corp,DVN,sat estimate lower,Mcf,331723,205000,230857,172971,65812,119508,213508,204195,258213,208531,473242,131321,133704,276664,162619,96791,86805,98687,111652,130887,230762,260422,178336,321590,269556,181357,
TX,Devon Energy Corp (DVN),Devon Energy Corp,DVN,sat estimate upper,Mcf,683141,422171,475419,356210,135531,246112,439692,420512,531755,429441,974579,270438,275345,569753,334893,199329,178763,203233,229933,269545,475225,536305,367260,662272,555115,373481,
TX,Devon Energy Corp (DVN),Devon Energy Corp,DVN,blended estimate,Mcf,713403,524401,660944,362135,241279,337528,417979,364706,419435,304676,519146,299149,297034,609680,469814,233073,199578,215559,233784,225364,389416,474338,307621,638748,475157,359136,
TX,Devon Energy Corp (DVN),Devon Energy Corp,DVN,produced oil,Bbl,4555391,4652768,4806642,4791786,4986786,5081466,5229006,5225182,4747895,4971335,4913439,5325821,5206523,5204701,5915490,5665060,5132701,5062165,4850116,4491050,4550193,4633086,4490243,5008426,4732053,3386923,
TX,Devon Energy Corp (DVN),Devon Energy Corp,DVN,produced gas,Mcf,21094757,21959569,24322572,23787356,24742836,25145520,25702096,25195104,23088718,23727817,22923014,25809846,24919090,24124791,27156047,26893106,23111161,24940711,24704889,23240358,23758607,25146585,23763567,24823985,24023070,17017368,
TX,Diamondback Energy Inc (FANG),Diamondback Energy Inc,FANG,reported equivalent co2 released,Metric tons,133841.1088,66183.8232,61282.5112,94458.9244,91910.3408,139989.7784,138196.2840,114931.8756,107139.8088,107150.7140,105575.5976,369920.0568,144303.0864,123838.9032,86083.8952,35144.3360,23730.9208,50723.9760,50528.2852,29567.0660,27049.0608,19109.2532,19287.2436,15414.1988,14778.5188,37906.4752,
TX,Diamondback Energy Inc (FANG),Diamondback Energy Inc,FANG,blended estimate equivalent co2 released,Metric tons,130033.0568,94647.0528,77159.6056,112276.9800,88964.6764,130319.7156,160400.1480,123566.6568,114039.7864,132206.5344,126190.9192,296054.9724,172096.8792,138698.0328,76989.0680,49442.6424,25938.3744,43293.3152,55022.3784,30020.3716,29304.6288,22996.7104,34342.1188,31154.2384,17671.4656,39604.4532,
TX,Diamondback Energy Inc (FANG),Diamondback Energy Inc,FANG,sat estimated volume,Mcf,2303376,2246538,1697750,2373997,1569691,2201636,3332190,2412434,2206930,2869751,2678946,4054560,3647640,2802137,1238945,1163155,513611,654429,1086067,556090,575917,490586,901406,855735,375263,753694,
TX,Diamondback Energy Inc (FANG),Diamondback Energy Inc,FANG,reported volume,Mcf,2442356,1207734,1118294,1723703,1677196,2554558,2521830,2097297,1955106,1955305,1926562,6750366,2633268,2259834,1570874,641320,433046,925620,922049,539545,493596,348709,351957,281281,269681,691724,
TX,Diamondback Energy Inc (FANG),Diamondback Energy Inc,FANG,sat estimate lower,Mcf,2081615,2030249,1534296,2145437,1418566,1989670,3011378,2180173,1994455,2593462,2421026,3664201,3296458,2532357,1119664,1051171,464162,591423,981504,502551,520470,443354,814621,773348,339134,681131,
TX,Diamondback Energy Inc (FANG),Diamondback Energy Inc,FANG,sat estimate upper,Mcf,2525137,2462827,1861203,2602557,1720815,2413602,3653002,2644695,2419406,3146041,2936865,4444919,3998822,3071917,1358227,1275140,563059,717435,1190630,609628,631364,537818,988190,938122,411392,826257,
TX,Diamondback Energy Inc (FANG),Diamondback Energy Inc,FANG,blended estimate,Mcf,2372866,1727136,1408022,2048850,1623443,2378097,2927010,2254866,2081018,2412528,2302754,5402463,3140454,2530986,1404910,902238,473328,790024,1004058,547817,534756,419648,626681,568508,322472,722709,
TX,Diamondback Energy Inc (FANG),Diamondback Energy Inc,FANG,produced oil,Bbl,8547611,8278020,8547087,8582758,9124120,9239324,9732050,9829247,9787809,10009627,9983653,10418261,9864824,9424412,10104403,9319964,8850817,8919954,8633833,8393195,8241489,8730765,8432037,8537715,8759625,6372985,
TX,Diamondback Energy Inc (FANG),Diamondback Energy Inc,FANG,produced gas,Mcf,17489090,16071654,17302504,17658753,19185791,19717395,21295701,22393364,22580391,23400804,22936742,24847704,25330186,23936061,25798846,24323639,23657445,24712534,25285295,25254167,24461612,26223408,25287433,25473935,26366914,18557760,
TX,Endeavor Energy Resources LP (Private),Endeavor Energy Resources LP,Private,reported equivalent co2 released,Metric tons,56418.8468,63692.1220,13233.2136,48978.8700,20804.5460,21556.0184,48972.5680,38163.5968,26442.3700,17717.6072,45629.8228,40459.4428,26260.3792,36204.8256,72070.2748,16433.8624,20340.8832,18864.4068,26539.0920,35002.9520,29889.0708,30001.7944,13008.9720,12046.4648,6504.5956,30165.4272,
TX,Endeavor Energy Resources LP (Private),Endeavor Energy Resources LP,Private,blended estimate equivalent co2 released,Metric tons,55571.8032,54743.4464,17946.0684,52860.1348,18338.2172,24113.6988,51395.7144,47502.9416,29675.7344,27541.2744,42035.2716,32239.1140,25102.9484,35091.6184,51171.5276,16260.6396,20449.3872,19569.2992,23771.7468,30043.8260,26186.1800,26660.4740,11862.3368,12013.9684,6149.8752,24367.0392,
TX,Endeavor Energy Resources LP (Private),Endeavor Energy Resources LP,Private,sat estimated volume,Mcf,998628,835671,413483,1035427,289633,486704,982096,1037269,600532,681842,701473,438299,436963,620043,552422,293567,375143,369967,383292,457749,410280,425532,195541,218640,105751,338844,
TX,Endeavor Energy Resources LP (Private),Endeavor Energy Resources LP,Private,reported volume,Mcf,1029541,1162265,241482,893775,379645,393358,893660,696416,482525,323314,832661,738311,479204,660672,1315151,299888,371184,344241,484290,638740,545421,547478,237390,219826,118697,550464,
TX,Endeavor Energy Resources LP (Private),Endeavor Energy Resources LP,Private,sat estimate lower,Mcf,902742,755431,373782,936008,261823,439972,887798,937672,542870,616373,634119,396215,395006,560508,499380,265379,339123,334444,346489,413797,370886,384673,176766,197646,95597,306309,
TX,Endeavor Energy Resources LP (Private),Endeavor Energy Resources LP,Private,sat estimate upper,Mcf,1094514,915910,453185,1134847,317443,533436,1076395,1136865,658194,747311,768827,480384,478919,679579,605464,321754,411164,405490,420095,501702,449674,466390,214317,239633,115906,371379,
TX,Endeavor Energy Resources LP (Private),Endeavor Energy Resources LP,Private,blended estimate,Mcf,1014084,998968,327483,964601,334639,440031,937878,866842,541528,502578,767067,588305,458083,640358,933787,296727,373164,357104,433791,548245,477850,486505,216466,219233,112224,444654,
TX,Endeavor Energy Resources LP (Private),Endeavor Energy Resources LP,Private,produced oil,Bbl,2431042,2461468,2924614,2736060,2930658,2848783,3528572,3508802,3392242,3466350,3587136,3997542,4070837,3975717,4112003,4044288,3511795,3728665,3821877,3715561,3596629,3963272,4046247,4236103,4084389,2980216,
TX,Endeavor Energy Resources LP (Private),Endeavor Energy Resources LP,Private,produced gas,Mcf,4030453,4314072,5543573,5166101,6074618,5795017,6523421,6678606,6618176,6649963,6604768,7588252,7549250,6890301,8668966,7912445,7642791,8362108,9009492,9829937,9751037,10404481,10468008,11042279,10748728,7404498,
TX,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,reported equivalent co2 released,Metric tons,59284.1744,44536.0696,47256.9444,54666.1236,29815.9128,48623.3824,44740.3640,82079.9332,85177.7772,56423.0664,26808.7080,20871.4020,20630.0628,28659.3588,24322.4320,11305.8976,7977.0716,7857.7720,13999.1532,12343.8096,16303.6028,12317.4508,10988.2220,12491.6600,10730.9360,14045.2948,
TX,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,blended estimate equivalent co2 released,Metric tons,49734.2332,41843.5812,43159.0004,50607.4164,33081.7736,43237.8576,54401.0012,86491.1140,80985.8512,53662.6260,22190.5476,22728.5192,17254.4924,21433.2664,16859.9324,10745.8964,9440.5056,8301.3780,12050.0268,11080.9436,15116.0320,15085.1248,10886.2392,14167.1700,9894.4688,12691.2416,
TX,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,sat estimated volume,Mcf,733289,714435,712794,849429,663277,690737,1169008,1658801,1401349,928873,320664,448643,253265,259255,171486,185873,198977,159580,184323,179163,254169,325780,196793,289100,165291,206884,
TX,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,reported volume,Mcf,1081828,812702,862353,997557,544086,887288,816430,1497809,1554339,1029618,489210,380865,376461,522981,443840,206312,145567,143390,255459,225252,297511,224771,200515,227950,195820,256301,
TX,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,sat estimate lower,Mcf,695592,677707,676150,805761,629179,655227,1108911,1573524,1329307,881121,304179,425579,240245,245927,162670,176318,188748,151376,174847,169952,241102,309032,186676,274238,156794,196248,
TX,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,sat estimate upper,Mcf,770987,751163,749438,893097,697375,726247,1229105,1744078,1473390,976625,337149,471707,266285,272583,180302,195429,209207,167784,193799,188373,267235,342528,206910,303962,173789,217519,
TX,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,blended estimate,Mcf,907559,763569,787573,923493,603682,789012,992719,1578305,1477844,979245,404937,414754,314863,391118,307663,196093,172272,151485,219891,202207,275840,275276,198654,258525,180556,231592,
TX,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,produced oil,Bbl,5580631,5232495,5603179,5578599,5808658,5518165,5839935,6161868,6072334,6221959,6223896,5986822,6134710,6060304,6887939,6596101,3741329,5197430,6140895,6217352,6324994,6783859,6265320,6183754,5814304,4204507,
TX,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,produced gas,Mcf,56282023,51419105,58533198,58623600,61002400,55917244,59834799,62602014,60750695,61993884,59733837,60247467,59704307,55904547,61961110,58968067,50717159,54528914,58629301,57673214,56131238,62167071,58346140,65651999,65916886,46881115,
TX,Guidon Energy (Private),Guidon Energy,Private,reported equivalent co2 released,Metric tons,,,,3989.7140,6076.8268,6756.9496,9565.1756,15849.3108,14249.0960,22391.8828,22741.8356,19892.5644,6914.1160,5301.0232,5303.4344,620.7196,71.2948,81.2684,33.8116,108.6684,51.1284,309.2912,,,,,
TX,Guidon Energy (Private),Guidon Energy,Private,blended estimate equivalent co2 released,Metric tons,11144.7856,9251.2264,8205.9164,5858.9420,4785.4100,7600.8696,11811.1536,17002.8508,16979.7800,20053.2380,17425.0300,15621.9456,5811.1016,3948.6688,3406.4228,1000.7028,190.9780,616.6644,552.3840,271.0408,67.7328,205.2808,,328.6356,1119.5640,,
TX,Guidon Energy (Private),Guidon Energy,Private,sat estimated volume,Mcf,203372,168818,149743,141024,63759,154101,256517,331321,359681,323259,220953,207140,85915,47379,27543,25195,5669,21023,19543,7909,1539,1848,,5997,20430,,
TX,Guidon Energy (Private),Guidon Energy,Private,reported volume,Mcf,,,,72805,110891,123302,174547,289221,260020,408611,414997,363003,126170,96734,96778,11327,1301,1483,617,1983,933,5644,,,,,
TX,Guidon Energy (Private),Guidon Energy,Private,sat estimate lower,Mcf,174255,144648,128304,120833,54630,132038,219791,283885,308185,276978,189319,177484,73614,40595,23600,21588,4857,18014,16745,6776,1319,1583,,5138,17505,,
TX,Guidon Energy (Private),Guidon Energy,Private,sat estimate upper,Mcf,232489,192988,171182,161215,72887,176164,293243,378757,411177,369541,252587,236797,98216,54162,31487,28802,6480,24033,22341,9041,1760,2112,,6856,23355,,
TX,Guidon Energy (Private),Guidon Energy,Private,blended estimate,Mcf,203372,168818,149743,106915,87325,138702,215532,310271,309850,365935,317975,285072,106042,72056,62161,18261,3485,11253,10080,4946,1236,3746,,5997,20430,,
TX,Hawkwood Energy LLC (Private),Hawkwood Energy LLC,Private,reported equivalent co2 released,Metric tons,264.2456,,,234.4344,92.4476,,,10.0284,13.9740,,,1849.4452,96.0644,38.0860,34.8528,412.5892,163.1944,59.5676,567.8376,138.4248,,176.4560,,136.5068,87.2416,122.2040,
TX,Hawkwood Energy LLC (Private),Hawkwood Energy LLC,Private,blended estimate equivalent co2 released,Metric tons,216.1312,,,135.1368,508.9276,176.7848,220.4056,281.0144,80.9396,,,1392.0844,52.8272,46.1964,31.0716,217.2820,124.7796,40.0588,308.6884,79.2956,,94.5848,,82.8576,51.6216,68.0068,
TX,Hawkwood Energy LLC (Private),Hawkwood Energy LLC,Private,sat estimated volume,Mcf,3066,,,653,16886,3226,4022,10072,2699,,,17057,176,990,499,401,1576,375,904,368,,232,,533,291,253,
TX,Hawkwood Energy LLC (Private),Hawkwood Energy LLC,Private,reported volume,Mcf,4822,,,4278,1687,,,183,255,,,33749,1753,695,636,7529,2978,1087,10362,2526,,3220,,2491,1592,2230,
TX,Hawkwood Energy LLC (Private),Hawkwood Energy LLC,Private,sat estimate lower,Mcf,1149,,,245,6327,1209,1507,3774,1011,,,6391,66,371,187,150,590,141,339,138,,87,,200,109,95,
TX,Hawkwood Energy LLC (Private),Hawkwood Energy LLC,Private,sat estimate upper,Mcf,4983,,,1062,27445,5243,6538,16371,4387,,,27723,285,1610,811,651,2561,610,1469,598,,377,,866,473,411,
TX,Hawkwood Energy LLC (Private),Hawkwood Energy LLC,Private,blended estimate,Mcf,3944,,,2466,9287,3226,4022,5128,1477,,,25403,964,843,567,3965,2277,731,5633,1447,,1726,,1512,942,1241,
TX,Hawkwood Energy LLC (Private),Hawkwood Energy LLC,Private,produced oil,Bbl,502117,,,578106,634751,610130,622018,660285,629159,,,704336,642783,589233,693806,719647,641026,602371,597585,559486,,510225,,469707,444629,336690,
TX,Hawkwood Energy LLC (Private),Hawkwood Energy LLC,Private,produced gas,Mcf,387063,,,562996,630923,593932,601433,617800,585237,,,611313,608229,525531,611267,619671,553912,545002,557939,546447,,515111,,472478,428166,288225,
TX,Henry Resources LLC (Private),Henry Resources LLC,Private,reported equivalent co2 released,Metric tons,572.8792,84.0084,221.2276,402.5608,1363.5884,159.5776,272.4656,1968.4708,4527.0280,2205.9192,2340.6724,1887.2024,992.8664,1033.1992,155.9608,91.2420,0.1644,4.1100,232.5712,353.6792,437.4136,1183.6252,378.5036,2771.1264,2027.7644,5137.4452,
TX,Henry Resources LLC (Private),Henry Resources LLC,Private,blended estimate equivalent co2 released,Metric tons,348.7472,68.9384,142.0416,212.7884,692.6720,254.7652,151.4124,1069.7508,2353.1668,1550.7304,1255.1940,1213.3268,502.2420,533.6972,83.3508,114.6416,129.1088,285.5080,327.2656,188.6764,253.0664,753.6644,492.3780,1843.4720,1017.6908,5295.8720,
TX,Henry Resources LLC (Private),Henry Resources LLC,Private,sat estimated volume,Mcf,2275,982,1147,420,397,6386,554,3121,3273,16342,3096,9844,213,624,195,2519,4709,10345,7700,433,1254,5906,11062,16712,139,99530,
TX,Henry Resources LLC (Private),Henry Resources LLC,Private,reported volume,Mcf,10454,1533,4037,7346,24883,2912,4972,35921,82610,40254,42713,34438,18118,18854,2846,1665,3,75,4244,6454,7982,21599,6907,50568,37003,93749,
TX,Henry Resources LLC (Private),Henry Resources LLC,Private,sat estimate lower,Mcf,1500,648,756,277,262,4211,365,2058,2158,10775,2042,6491,140,412,129,1661,3105,6821,5077,285,827,3894,7294,11020,92,65627,
TX,Henry Resources LLC (Private),Henry Resources LLC,Private,sat estimate upper,Mcf,3050,1317,1537,562,532,8561,742,4184,4387,21908,4151,13197,285,837,262,3377,6313,13869,10323,580,1681,7918,14830,22405,187,133433,
TX,Henry Resources LLC (Private),Henry Resources LLC,Private,blended estimate,Mcf,6364,1258,2592,3883,12640,4649,2763,19521,42941,28298,22905,22141,9165,9739,1521,2092,2356,5210,5972,3443,4618,13753,8985,33640,18571,96640,
TX,Henry Resources LLC (Private),Henry Resources LLC,Private,produced oil,Bbl,212559,239887,412282,420457,398674,381793,346507,481351,437105,482772,449881,471484,434069,327854,343680,223768,40528,169516,382444,481964,462643,508499,461775,437388,417851,284859,
TX,Henry Resources LLC (Private),Henry Resources LLC,Private,produced gas,Mcf,316547,339026,422672,473056,513620,555225,555733,607987,618410,722948,647409,686649,659611,521913,581092,382976,42771,186779,437781,596466,656181,858117,852219,813033,827242,534383,
TX,Hunt Oil Co (Private),Hunt Oil Co,Private,blended estimate equivalent co2 released,Metric tons,40834.9324,47539.9864,13034.7828,20121.9024,6371.4864,11507.6712,16823.0520,25614.0132,17583.2376,15885.4240,17841.4004,10545.5476,11313.9532,17617.2136,17470.0208,2360.0168,473.8008,6492.1560,4067.6396,3319.7292,5615.5204,12410.8300,10293.1936,2904.5096,384.7508,7088.9280,
TX,Hunt Oil Co (Private),Hunt Oil Co,Private,reported equivalent co2 released,Metric tons,42740.7120,50349.9112,12878.0000,16923.5552,4085.6688,9809.8028,10245.9012,24022.5116,12731.0264,14884.5568,20143.9320,8618.5056,8041.0780,21661.1796,26931.1312,2375.9636,252.0252,3662.6676,3113.2976,3220.3220,4740.6384,7200.2268,6882.5512,2926.9776,255.6420,8511.7552,
TX,Hunt Oil Co (Private),Hunt Oil Co,Private,sat estimated volume,Mcf,710386,816242,240722,425552,157980,240977,427010,496452,409406,308144,283555,227601,266184,247687,146148,42775,12694,170103,91642,62392,118438,321560,250069,52591,9378,103396,
TX,Hunt Oil Co (Private),Hunt Oil Co,Private,reported volume,Mcf,779940,918794,235000,308824,74556,179011,186969,438367,232318,271616,367590,157272,146735,395277,491444,43357,4599,66837,56812,58765,86508,131391,125594,53412,4665,155324,
TX,Hunt Oil Co (Private),Hunt Oil Co,Private,sat estimate lower,Mcf,503045,578005,170462,301346,111871,170643,302379,351552,289912,218205,200794,161171,188493,175395,103492,30290,8989,120455,64894,44182,83870,227706,177081,37242,6641,73217,
